-1.273103505171897971e-02 7.997604653211572157e-02 1.328372422073921255e-01 -1.106204633930997147e-02 6.937623900751505035e-02 1.152429736409965044e-01 -9.395101117671436283e-03 5.878940976652061168e-02 9.767024729664319782e-02 -7.731540396985031073e-03 4.822407561317583469e-02 8.013319993458145607e-02 -6.074196601016784540e-03 3.769822537300396292e-02 6.266169060901757848e-02 -4.430224931505099585e-03 2.725730199038382123e-02 4.533114855449110747e-02 -2.823904794346430557e-03 1.705550484809166892e-02 2.839752420661531898e-02 -1.384373445926240535e-03 7.912989320315276520e-03 1.322216623951868314e-02
-1.143990647273993716e-02 8.039955767562653732e-02 1.327468482285737716e-01 -9.941903833470960850e-03 6.974366394199991992e-02 1.151645506708951772e-01 -8.445735331571953275e-03 5.910081716329512042e-02 9.760378067809200031e-02 -6.952604592194176758e-03 4.847957920807676596e-02 8.007866539186786481e-02 -5.465053860378273065e-03 3.789803408520295985e-02 6.261904355055175619e-02 -3.989505295249082088e-03 2.740186518893531625e-02 4.530029306719639270e-02 -2.547750904051674335e-03 1.714608780920633471e-02 2.837819023065326837e-02 -1.255697972111046237e-03 7.955196965583543126e-03 1.321315746359670237e-02
-1.835096426837594732e-02 7.736877563022617754e-02 1.327882631998136831e-01 -1.593771999248079149e-02 6.711425285912293870e-02 1.152004809960534837e-01 -1.352743046539133312e-02 5.687228560890651707e-02 9.763423307250694572e-02 -1.112203469671303388e-02 4.665111325192355940e-02 8.010365097771758591e-02 -8.725628178757766432e-03 3.646813863445470816e-02 6.263858275795156083e-02 -6.348556847067044102e-03 2.636732441401392485e-02 4.531442983975146610e-02 -4.025927072862017959e-03 1.649784698633287652e-02 2.838704829917606740e-02 -1.944462554427747519e-03 7.653145471974084901e-03 1.321728493094123831e-02
-2.102017039850308591e-02 7.498213493678625163e-02 1.326956973689774055e-01 -1.825343919495226591e-02 6.504367853336438798e-02 1.151201737955188376e-01 -1.549009554557529734e-02 5.511739066276858529e-02 9.756616949294662222e-02 -1.273236248201180601e-02 4.521125674223244045e-02 8.004780616015835792e-02 -9.984935395642755007e-03 3.534214322501919719e-02 6.259491103942321777e-02 -7.259675672809547814e-03 2.555265774532444051e-02 4.528283300272057527e-02 -4.596831991887271110e-03 1.598737876267201583e-02 2.836724979520829568e-02 -2.210478944349286365e-03 7.415289903555138951e-03 1.320805970555634368e-02
-5.264151197470615107e-02 2.711481602576956002e-02 1.300330816863531358e-01 -4.568711959506240733e-02 2.351549967825782711e-02 1.128101722578103566e-01 -3.874124209424099213e-02 1.992059029268744563e-02 9.560835036341100435e-02 -3.180946723381219976e-02 1.633297987176230912e-02 7.844145438128773129e-02 -2.490359724233984912e-02 1.275877677864169397e-02 6.133871313583150187e-02 -1.805344662969717018e-02 9.213411815460629053e-03 4.437396378997056356e-02 -1.136018355483763183e-02 5.749245589514557879e-03 2.779775447840728345e-02 -5.361901022859470907e-03 2.644773596024733043e-03 1.294270012779813114e-02
-5.468140525975439398e-02 2.169080283942635343e-02 1.294237648581296751e-01 -4.745686678613215276e-02 1.880979660485931210e-02 1.122815481610872912e-01 -4.024117395513297779e-02 1.593231784151257630e-02 9.516032019892690930e-02 -3.304013158711227582e-02 1.306068139948982250e-02 7.807385451424721234e-02 -2.586600037282197478e-02 1.019977660516465344e-02 6.105124298862530524e-02 -1.874975297844087146e-02 7.361954758857254359e-03 4.416597684330125090e-02 -1.179648747965483455e-02 4.589126940755993735e-03 2.766743034549324493e-02 -5.565199314957978809e-03 2.104209721833002339e-03 1.288197485778882871e-02
-5.392649945487566071e-02 1.807751510450745364e-02 1.294143285355686401e-01 -4.680193427691772823e-02 1.567502192509049111e-02 1.122733615047220856e-01 -3.968609233541819936e-02 1.327547033095912571e-02 9.515338167868048203e-02 -3.258469812352226408e-02 1.088079069335614463e-02 7.806816159595235394e-02 -2.550984266831871072e-02 8.495060259016957646e-03 6.104679101731902424e-02 -1.849207003566473440e-02 6.128578871940541448e-03 4.416275580651654598e-02 -1.163502395215070678e-02 3.816296503108019059e-03 2.766541205139943366e-02 -5.489964467158838478e-03 1.744104989515040012e-03 1.288103442219133699e-02
-1.132996582575959005e-02 7.953875536200795404e-02 1.328541676748427880e-01 -9.846522789470289402e-03 6.899685895579842076e-02 1.152576576436832867e-01 -8.364896063938892512e-03 5.846786992748147227e-02 9.768269257898998248e-02 -6.886277575869755203e-03 4.796025855028869522e-02 8.014341104199926291e-02 -5.413184861349426384e-03 3.749191536937354630e-02 6.266967589088440205e-02 -3.951977660328905885e-03 2.710803505557529691e-02 4.533692596967637406e-02 -2.524236176038177105e-03 1.696197453687177045e-02 2.840114432141848180e-02 -1.244741151022838496e-03 7.869408340523692189e-03 1.322385305257449753e-02
-1.321970175576992097e-02 7.962622857431925216e-02 1.328773840240008164e-01 -1.148599818679254397e-02 6.907274796083438806e-02 1.152777994172801829e-01 -9.754417344718950902e-03 5.853218890881351638e-02 9.769976354150100573e-02 -8.026352237255353003e-03 4.801303099924438683e-02 8.015741742828030869e-02 -6.304745115092555766e-03 3.753318443672074706e-02 6.268062915362211662e-02 -4.597028622141442929e-03 2.713789355529381414e-02 4.534485074271808747e-02 -2.928423595632583497e-03 1.698068380275716965e-02 2.840610996561752921e-02 -1.433074575081933139e-03 7.878126029236924566e-03 1.322616682269530525e-02
-1.337015867660337927e-02 7.957964609310549942e-02 1.328763355437161953e-01 -1.161652987439292482e-02 6.903233446671422358e-02 1.152768897887951616e-01 -9.865048195314880114e-03 5.849793684854935616e-02 9.769899259480699372e-02 -8.117122656734752570e-03 4.798492786289983852e-02 8.015678488180309758e-02 -6.375729324253970147e-03 3.751120724503413661e-02 6.268013449014364635e-02 -4.648386264208630679e-03 2.712199288164234001e-02 4.534449284974201994e-02 -2.960604173683752203e-03 1.697072047794491098e-02 2.840588571071820875e-02 -1.448069298219678081e-03 7.873483561446145348e-03 1.322606232985113969e-02
